58,Schouwerzijl,Groningen,53.33167,6.45,90
59,Startenhuizen,Groningen,53.36917,6.70972,0
60,Stitswerd,Groningen,53.36167,6.6,60
61,Tinallinge,Groningen,53.35667,6.53333,55
62,Uithuizen,Groningen,53.4075,6.67083,4935
63,Uithuizermeeden,Groningen,53.41417,6.72361,2775
64,Ulrum,Groningen,53.35917,6.33333,1300
65,Usquert,Groningen,53.4025,6.61111,1275
66,Vierhuizen,Groningen,53.405,6.85972,0
67,Warffum,Groningen,53.3925,6.55833,1950
68,Warfhuizen,Groningen,53.34083,6.425,205
69,"Wehe-den Hoorn",Groningen,53.35833,6.42222,0
70,Westernieland,Groningen,53.40083,6.48333,170
71,Wetsinge,Groningen,53.30417,6.52917,0
72,Winsum,Groningen,53.33,6.52083,1365
73,Zandeweer,Groningen,53.3875,6.68333,475
74,Zoutkamp,Groningen,53.33917,6.30417,1215
75,Zuidwolde,Groningen,53.2625,6.59167,915
76,Zuurdijk,Groningen,53.33833,6.37639,100
77,"'t Zandt",Groningen,53.36667,6.77778,0
78,Eenum,Groningen,53.33833,6.78194,90
79,Garrelsweer,Groningen,53.31083,6.77083,495
80,Garsthuizen,Groningen,53.36833,6.71389,0
81,Huizinge,Groningen,53.345,6.67361,105
82,Leermens,Groningen,53.345,6.79861,190
83,Loppersum,Groningen,53.33167,6.74722,2365
84,Middelstum,Groningen,53.34667,6.64167,2105
85,Oosterwijtwerd,Groningen,53.33833,6.81389,175
86,Startenhuizen,Groningen,53.36917,6.70972,0
87,Stedum,Groningen,53.3225,6.69583,895
88,Toornwerd,Groningen,53.35417,6.63611,75
89,Westeremden,Groningen,53.34417,6.71111,330
90,Westerwijtwerd,Groningen,53.33417,6.64306,100
91,Wirdum,Groningen,53.3225,6.78472,290
92,Zeerijp,Groningen,53.34917,6.76111,450
93,Zijldijk,Groningen,53.39417,6.75694,185
94,Borgercompagnie,Groningen,53.12333,6.81389,0
95,Foxhol,Groningen,53.16741,6.72183,840
96,Froombosch,Groningen,53.19417,6.78056,770
97,Harkstede,Groningen,53.21333,6.69861,2490
98,Hellum,Groningen,53.23833,6.83889,515
99,Hoogezand,Groningen,53.16167,6.76111,21480
100,Kiel-Windeweer,Groningen,53.1125,6.77917,675
101,Kolham,Groningen,53.1825,6.74444,850
102,Kropswolde,Groningen,53.1425,6.72361,180
103,Lageland,Groningen,53.23648,6.71398,0
104,Luddeweer,Groningen,53.25333,6.74028,0
105,Meeden,Groningen,53.14,6.92639,1440
106,Muntendam,Groningen,53.13417,6.86944,0
107,Noordbroek,Groningen,53.195,6.87361,1665
108,Overschild,Groningen,53.28167,6.78472,245
109,Sappemeer,Groningen,53.16417,6.79028,8298
110,Scharmer,Groningen,53.205,6.70556,895
111,Schildwolde,Groningen,53.23327,6.81566,1485
112,Siddeburen,Groningen,53.25,6.86806,2910
113,Slochteren,Groningen,53.22078,6.80547,2055
114,Steendam,Groningen,53.27417,6.84306,160
115,Tjuchem,Groningen,53.28,6.87778,150
116,Tripscompagnie,Groningen,53.1375,6.825,120
117,Waterhuizen,Groningen,53.18667,6.65139,0
118,Westerbroek,Groningen,53.18417,6.6875,370
119,Woudbloem,Groningen,53.21667,6.7375,0
120,Zuidbroek,Groningen,53.16333,6.86111,2255
121,"'t Waar",Groningen,53.22583,6.95139,0
122,"Bad Nieuweschans",Groningen,53.18083,7.20833,0
123,Beerta,Groningen,53.175,7.09167,0
124,Blauwestad,Groningen,53.16648,7.03623,0
125,Drieborg,Groningen,53.20667,7.18194,0
126,Finsterwolde,Groningen,53.19833,7.08472,0
127,Heiligerlee,Groningen,53.15667,7.00972,1365
128,Midwolda,Groningen,53.195,7.01389,1885
129,"Nieuw Beerta",Groningen,53.19,7.1625,120
130,"Nieuw Scheemda",Groningen,53.20917,6.94444,235
131,Nieuwolda,Groningen,53.24417,6.975,1110
132,Oostwold,Groningen,53.23907,6.90868,0
133,Oudezijl,Groningen,53.18833,7.19861,0
134,Scheemda,Groningen,53.17333,6.97222,2395
135,Westerlee,Groningen,53.14583,6.9875,1295
136,Winschoten,Groningen,53.14417,7.03472,18506
137,"Nieuwe Pekela",Groningen,53.07917,6.96528,3895
138,"Oude Pekela",Groningen,53.10417,7.00972,7580
139,Alteveer,Groningen,53.05083,6.99444,915
140,Mussel,Groningen,52.955,7.03889,985
141,Musselkanaal,Groningen,52.9325,7.01528,0
142,Onstwedde,Groningen,53.035,7.04028,1935
143,Stadskanaal,Groningen,52.98947,6.9504,20000
144,Vledderveen,Groningen,52.9875,7.00694,285
145,Borgercompagnie,Groningen,53.12333,6.81389,0
146,Veendam,Groningen,53.10667,6.87917,28155
147,Wildervank,Groningen,53.08083,6.8625,2990
148,Aduard,Groningen,53.25667,6.45972,2030
149,Boerakker,Groningen,53.1875,6.32778,365
150,Boerakker,Groningen,53.1875,6.32778,365
151,Briltil,Groningen,53.24167,6.38889,490
152,"De Wilp",Groningen,53.1175,6.25556,0
153,"Den Ham",Groningen,53.27417,6.42778,135
154,"Den Horn",Groningen,53.2275,6.44444,215
155,Doezum,Groningen,53.20083,6.24861,725
156,Enumatil,Groningen,53.21583,6.40833,0
157,Ezinge,Groningen,53.31,6.44167,680
158,Feerwerd,Groningen,53.30583,6.46528,165
159,Garnwerd,Groningen,53.30417,6.49306,345
160,Grijpskerk,Groningen,53.2625,6.30833,2520
161,Grootegast,Groningen,53.2125,6.27361,3350
162,Jonkersvaart,Groningen,53.12917,6.29861,215
163,Kommerzijl,Groningen,53.28667,6.325,510
164,Kornhorn,Groningen,53.18167,6.24306,505
165,Lauwerzijl,Groningen,53.31083,6.29583,145
166,Leek,Groningen,53.1625,6.37639,19651
167,Lettelbert,Groningen,53.19083,6.41111,0
168,Lucaswolde,Groningen,53.18417,6.3,200
169,Lutjegast,Groningen,53.23417,6.25833,735
170,Marum,Groningen,53.14417,6.2625,5170
171,Midwolde,Groningen,53.18,6.38889,0
172,Niebert,Groningen,53.16083,6.32778,520
173,Niehove,Groningen,53.29083,6.36667,150
174,Niekerk,Groningen,53.34333,6.32917,40
175,Niezijl,Groningen,53.26667,6.34028,410
176,Noordhorn,Groningen,53.26167,6.39583,1375
177,Noordwijk,Groningen,53.17,6.25694,235
178,Nuis,Groningen,53.15083,6.30556,685
179,Oldehove,Groningen,53.30333,6.39583,1330
180,Oldekerk,Groningen,53.21917,6.34028,855
181,Oostwold,Groningen,53.23907,6.90868,0
182,Opende,Groningen,53.17333,6.19861,0
183,Pieterzijl,Groningen,53.28167,6.26944,155
184,Saaksum,Groningen,53.31333,6.41944,90
185,Sebaldeburen,Groningen,53.22,6.30972,340
186,Tolbert,Groningen,53.17667,6.37222,0
187,Visvliet,Groningen,53.26583,6.24861,300
188,Zevenhuizen,Groningen,53.25333,6.66806,0
189,Zuidhorn,Groningen,53.24667,6.40278,7075
190,Bellingwolde,Groningen,53.11583,7.16528,2290
191,Blijham,Groningen,53.10917,7.07639,2060
192,Bourtange,Groningen,53.01,7.19028,425
193,Oudeschans,Groningen,53.13833,7.14028,100
194,Sellingen,Groningen,52.94583,7.15139,1060
195,"Ter Apel",Groningen,52.87667,7.05972,3880
196,"Ter Apelkanaal",Groningen,52.9025,7.04861,670
197,Veelerveen,Groningen,53.05583,7.12778,560
198,Vlagtwedde,Groningen,53.0275,7.10833,1955
199,Vriescheloo,Groningen,53.06833,7.11389,260
200,Wedde,Groningen,53.06917,7.07917,600
201,Augustinusga,Friesland,53.21785,6.1617,1075
202,Boelenslaan,Friesland,53.1617,6.14479,695
203,Buitenpost,Friesland,53.25166,6.14483,5120
204,Drogeham,Friesland,53.20213,6.11183,1530
205,Gerkesklooster,Friesland,53.23794,6.20367,730
206,Harkema,Friesland,53.18333,6.13333,4005
207,Kootstertille,Friesland,53.21261,6.09209,2180
208,Stroobos,Friesland,53.23784,6.21363,265
209,Surhuisterveen,Friesland,53.18477,6.17031,5550
210,Surhuizum,Friesland,53.20475,6.17981,925
211,Twijzel,Friesland,53.23152,6.08952,1020
212,Twijzelerheide,Friesland,53.24015,6.04591,1580
213,Ballum,Friesland,53.44339,5.68714,360
214,Buren,Friesland,53.44717,5.79906,710
215,Hollum,Friesland,53.4394,5.63805,1160
216,Nes,Friesland,53.44502,5.774,1140
217,Broeksterwâld,Friesland,53.27466,5.99648,1115
218,Damwâld,Friesland,53.29046,5.99785,5560
219,"De Falom",Friesland,53.26727,6.00643,240
220,"De Westereen",Friesland,53.25731,6.0363,5030
221,Driezum,Friesland,53.2959,6.04609,840
222,Feanwâlden,Friesland,53.23558,5.98832,3440
223,Readtsjerk,Friesland,53.25566,5.93245,190
224,Rinsumageast,Friesland,53.29695,5.94931,965
225,Sibrandahûs,Friesland,53.31149,5.93863,45
226,Wâlterswâld,Friesland,53.3,6.03333,915
227,Akmarijp,Friesland,53.00332,5.78894,115
228,Oudemirdum,Friesland,52.85019,5.53544,1335
229,Bakhuizen,Friesland,52.86975,5.45926,1060
230,Balk,Friesland,52.89756,5.57964,3915
231,Bantega,Friesland,52.84218,5.79597,635
232,Boornzwaag,Friesland,52.95888,5.7443,105
233,Broek,Friesland,53.27466,5.99648,1115
234,Delfstrahuizen,Friesland,52.8739,5.82378,0
235,Dijken,Friesland,52.95091,5.70937,60
236,Doniaga,Friesland,52.90745,5.74791,95
237,Elahuizen,Friesland,52.92174,5.53711,350
238,Echten,Friesland,52.87317,5.79821,240
239,Echtenerbrug,Friesland,52.87141,5.82147,1200
240,Eesterga,Friesland,52.86754,5.72856,45
241,Follega,Friesland,52.88502,5.73621,160
242,Goingarijp,Friesland,53.01168,5.77151,250
243,Harich,Friesland,52.9023,5.564,465
244,Haskerhorne,Friesland,52.95351,5.82941,570
245,Idskenhuizen,Friesland,52.92877,5.71323,490
246,Joure,Friesland,52.9657,5.80301,12902
247,Kolderwolde,Friesland,52.89699,5.50947,55
248,Langweer,Friesland,52.95836,5.72173,1095
249,Legemeer,Friesland,52.94067,5.72868,40
250,Lemmer,Friesland,52.84618,5.70912,10050
251,Mirns,Friesland,52.86146,5.46029,115
252,Nijehaske,Friesland,52.96066,5.89283,50
253,Nijemirdum,Friesland,52.85638,5.56844,545
254,Oldeouwer,Friesland,52.92115,5.80079,80
255,Oosterzee,Friesland,52.87379,5.77572,0
256,Oudega,Friesland,53.12504,5.99888,1715
257,Oudehaske,Friesland,52.95709,5.87095,1980
258,Ouwster-Nijega,Friesland,52.93007,5.80473,85
259,Ouwsterhaule,Friesland,52.93819,5.81357,365
260,Rijs,Friesland,52.86356,5.49694,165
261,Rohel,Friesland,53.22315,6.14754,0
262,Rotstergaast,Friesland,52.9,5.88987,195
263,Rotsterhaule,Friesland,52.91956,5.85176,575
264,Rottum,Friesland,52.93659,5.89447,660
265,Ruigahuizen,Friesland,52.88589,5.56179,120
266,Scharsterbrug,Friesland,52.94414,5.77889,825
267,"Sint Nicolaasga",Friesland,52.92293,5.74242,3285
268,Sintjohannesga,Friesland,52.93157,5.85588,1290
269,Sloten,Friesland,52.89477,5.64526,735
270,Snikzwaag,Friesland,52.98389,5.78859,65
271,Sondel,Friesland,52.87219,5.60007,410
272,Terherne,Friesland,53.03333,5.78333,775
273,Terkaple,Friesland,53.0209,5.78417,230
274,Teroele,Friesland,52.93529,5.69315,30
275,Tjerkgaast,Friesland,52.90393,5.67787,380
276,Vegelinsoord,Friesland,52.99988,5.86473,385
277,Wijckel,Friesland,52.88814,5.6223,640
278,Harlingen,Friesland,53.17477,5.42244,16119
279,Midlum,Friesland,53.18184,5.44845,535
280,Wijnaldum,Friesland,53.19518,5.45969,330
281,Akkrum,Friesland,53.05024,5.83087,3440
282,Aldeboarn,Friesland,53.05,5.9,1525
283,Bontebok,Friesland,52.9626,6.02514,410
284,"De Knipe",Friesland,52.96667,5.98333,0
285,Gersloot,Friesland,53.00704,5.9654,110
286,Haskerdijken,Friesland,52.99304,5.87854,395
287,Heerenveen,Friesland,52.95929,5.91854,43094
288,Hoornsterzwaag,Friesland,52.99857,6.1726,830
289,Hoarnstersweach,Friesland,52.99857,6.1726,830
290,Jubbega,Friesland,52.97356,6.10857,0
291,Katlijk,Friesland,52.94595,6.01261,600
292,Luinjeberd,Friesland,52.99048,5.9212,425
293,Mildam,Friesland,52.93555,6.00154,685
294,Nes,Friesland,53.44502,5.774,1140
295,Nieuwebrug,Friesland,52.99066,5.88412,205
296,Nieuwehorne,Friesland,52.95113,6.06342,1450
297,Nieuweschoot,Friesland,52.93284,5.92993,175
298,Oranjewoud,Friesland,52.94579,5.95038,1580
299,Oudehorne,Friesland,52.96281,6.08351,815
300,Oudeschoot,Friesland,52.93343,5.95579,1590
301,Terband,Friesland,52.99526,5.90541,270
302,Tjalleberd,Friesland,52.99729,5.94443,815
303,"Alde Leie",Friesland,53.28882,5.72748,0
304,Baard,Friesland,53.14185,5.6683,185
305,Bears,Friesland,53.15573,5.73433,0
306,Britsum,Friesland,53.25428,5.78576,910
307,Eagum,Friesland,53.12978,5.82825,30
308,Easterlittens,Friesland,53.13682,5.64895,380
309,Feinsum,Friesland,53.27824,5.75537,169
310,Friens,Friesland,53.09915,5.79906,75
311,Goutum,Friesland,53.17734,5.8037,2790
312,Grou,Friesland,53.09456,5.83745,5535
313,Hempens,Friesland,53.17821,5.83812,0
314,Hijum,Friesland,53.29057,5.76611,380
315,Hilaard,Friesland,53.16468,5.71135,245
316,Húns,Friesland,53.15941,5.66572,115
317,Idaerd,Friesland,53.11804,5.81494,0
318,Jellum,Friesland,53.1619,5.74379,140
319,Jelsum,Friesland,53.2347,5.78237,205
320,Jirnsum,Friesland,53.07753,5.79254,1255
321,Jorwert,Friesland,53.14487,5.7117,0
322,Koarnjum,Friesland,53.24359,5.78181,0
323,Leeuwarden,Friesland,53.20139,5.80859,91424
324,Lekkum,Friesland,53.22433,5.82001,400
325,Leons,Friesland,53.1513,5.67804,0
326,Mantgum,Friesland,53.12865,5.71924,1105
327,Miedum,Friesland,53.23553,5.83855,0
328,Reduzum,Friesland,53.11775,5.78765,1000
329,Snakkerburen,Friesland,53.21976,5.80851,220
330,Stiens,Friesland,53.26234,5.75769,7300
331,Swichum,Friesland,53.15377,5.82035,50
332,Teerns,Friesland,53.18017,5.83391,0
333,Warstiens,Friesland,53.16067,5.86224,35
334,Warten,Friesland,53.15,5.9,815
335,Weidum,Friesland,53.14574,5.74327,510
336,Wergea,Friesland,53.15145,5.84404,1560
337,Wirdum,Friesland,53.14893,5.80387,1050
338,Wytgaard,Friesland,53.14059,5.78293,0
339,Aalsum,Friesland,53.33923,6.00334,0
340,Anjum,Friesland,53.37475,6.12698,880
341,Augsbuurt,Friesland,53.2665,6.16088,0
342,Blije,Friesland,53.35193,5.86138,610
343,Bornwird,Friesland,53.33379,5.95407,120
344,Brantgum,Friesland,53.35209,5.93009,215
345,Burdaard,Friesland,53.29421,5.87897,1166
346,Burum,Friesland,53.2734,6.22942,525
347,Dokkum,Friesland,53.32224,5.99697,13145
348,Ee,Friesland,53.33026,6.10033,610
349,Engwierum,Friesland,53.32124,6.13621,410
350,Ferwert,Friesland,53.33784,5.82533,1935
351,Foudgum,Friesland,53.34497,5.94206,80
352,Ginnum,Friesland,53.32481,5.87511,95
353,Hallum,Friesland,53.30657,5.78379,2355
354,Hantum,Friesland,53.36269,5.96446,320
355,Hantumeruitburen,Friesland,53.36059,6.00334,65
356,Hantumhuizen,Friesland,53.3714,5.99965,100
357,Hegebeintum,Friesland,53.33725,5.85001,0
358,Hiaure,Friesland,53.34732,5.97227,65
359,Holwerd,Friesland,53.36815,5.90073,1435
360,Jannum,Friesland,53.31293,5.90532,0
361,Jislum,Friesland,53.31232,5.87626,70
362,Jouswier,Friesland,53.35019,6.07407,40
363,Kollum,Friesland,53.27695,6.15293,5230
364,Kollumerpomp,Friesland,53.30199,6.20262,340
365,Kollumerzwaag,Friesland,53.26224,6.07544,2805
366,Lichtaard,Friesland,53.32636,5.9127,90
367,Lioessens,Friesland,53.38056,6.08763,280
368,Marrum,Friesland,53.32277,5.80198,1230
369,Metslawier,Friesland,53.35987,6.06703,885
370,Moddergat,Friesland,53.40232,6.08265,215
371,Morra,Friesland,53.37319,6.089,160
372,Munnekezijl,Friesland,53.30385,6.272,405
373,Nes,Friesland,53.44502,5.774,1140
374,Niawier,Friesland,53.36336,6.04729,315
375,Oosternijkerk,Friesland,53.37841,6.05347,810
376,Oostrum,Friesland,53.33077,6.06171,120
377,Oudwoude,Friesland,53.28193,6.11447,635
378,Paesens,Friesland,53.4015,6.08578,225
379,Raard,Friesland,53.32585,5.94446,225
380,Reitsum,Friesland,53.32124,5.88919,135
381,Ternaard,Friesland,53.38203,5.96523,1165
382,Triemen,Friesland,53.27897,6.08711,320
383,Veenklooster,Friesland,53.26316,6.10222,105
384,Waaxens,Friesland,53.35502,5.92131,35
385,Wânswert,Friesland,53.30174,5.85089,105
386,Warfstermolen,Friesland,53.2958,6.23208,150
387,Westergeest,Friesland,53.2918,6.08454,500
388,Wetsens,Friesland,53.34686,6.03355,0
389,Wierum,Friesland,53.40055,6.01741,315
390,Zwagerbosch,Friesland,53.24817,6.04746,585
391,Appelscha,Friesland,52.95526,6.35053,4035
392,Donkerbroek,Friesland,53.01734,6.23927,1140
393,Elsloo,Friesland,52.94272,6.23817,365
394,Fochteloo,Friesland,52.99162,6.33551,305
395,Haule,Friesland,53.03587,6.30538,415
396,Haulerwijk,Friesland,53.06468,6.33453,2935
397,Langedijke,Friesland,52.96446,6.28907,295
398,Makkinga,Friesland,52.9809,6.2174,630
399,Nijeberkoop,Friesland,52.95846,6.18856,45
400,Oldeberkoop,Friesland,52.93788,6.13089,1190
401,Oosterwolde,Friesland,52.99164,6.29096,9245
402,Ravenswoud,Friesland,52.96583,6.38123,260
403,Waskemeer,Friesland,53.05677,6.28002,550
404,Bakkeveen,Friesland,53.08072,6.25671,1450
405,Beetsterzwaag,Friesland,53.05914,6.07711,3485
406,Drachten-Azeven,Friesland,53.09897,6.13252,0
407,Frieschepalen,Friesland,53.10938,6.20642,785
408,Gorredijk,Friesland,53.00659,6.06402,7040
409,Hemrik,Friesland,53.03163,6.13876,490
410,Jonkerslân,Friesland,52.97924,6.04111,0
411,Langezwaag,Friesland,52.98257,6.0024,615
412,Lippenhuizen,Friesland,53.01835,6.09346,935
413,Luxwoude,Friesland,52.99637,5.98253,285
414,"Nij Beets",Friesland,53.07041,6.00128,0
415,Olterterp,Friesland,53.0665,6.10399,80
416,Siegerswoude,Friesland,53.15061,5.97386,0
417,Terwispel,Friesland,53.01973,6.0478,545
418,Tijnje,Friesland,53.03058,5.99193,1120
419,Ureterp,Friesland,53.09244,6.16718,3810
420,Wijnjewoude,Friesland,53.05814,6.2047,1245
421,Schiermonnikoog,Friesland,53.48025,6.15209,835
422,Boornbergum,Friesland,53.08284,6.04578,1660
423,"De Tike",Friesland,53.15161,6.03767,310
424,"De Veenhoop",Friesland,53.09809,5.94763,255
425,"De Wilgen",Friesland,53.09936,6.0341,675
426,Drachten,Friesland,53.11254,6.0989,44537
427,Drachtstercompagnie,Friesland,53.13462,6.14153,1500
428,Goëngahuizen,Friesland,53.0784,5.89022,55
429,Houtigehage,Friesland,53.15202,6.14524,905
430,Kortehemmen,Friesland,53.07691,6.07213,190
431,Nijega,Friesland,52.93007,5.80473,85
432,Opeinde,Friesland,53.1341,6.05656,1630
433,Oudega,Friesland,53.12504,5.99888,1715
434,Rottevalle,Friesland,53.14523,6.10411,1355
435,"Smalle Ee",Friesland,53.10325,6.01853,40
436,Abbega,Friesland,53.01829,5.57024,110
437,Oudega,Friesland,53.12504,5.99888,1715
438,Allingawier,Friesland,53.0472,5.44484,70
439,Arum,Friesland,53.12952,5.47643,895
440,Blauwhuis,Friesland,53.02134,5.53359,590
441,Boazum,Friesland,53.08804,5.69521,0
442,Bolsward,Friesland,53.06555,5.53176,9160
443,Breezanddijk,Friesland,53.02158,5.21238,0
444,Britswert,Friesland,53.11247,5.67564,0
445,Burgwerd,Friesland,53.08799,5.54621,255
446,Cornwerd,Friesland,53.08299,5.39085,90
447,Hommerts,Friesland,52.98026,5.64963,595
448,Dearsum,Friesland,53.08701,5.71529,130
449,Dedgum,Friesland,53.02103,5.49093,95
450,IJlst,Friesland,53.01009,5.62312,3180
451,Easterein,Friesland,53.09681,5.61839,0
452,Easterwierrum,Friesland,53.10948,5.73177,0
453,Exmorra,Friesland,53.05551,5.46458,390
454,Ferwoude,Friesland,53.00549,5.43283,145
455,Folsgare,Friesland,53.03729,5.60509,325
456,Gaast,Friesland,52.9,5.88987,195
457,Gaastmeer,Friesland,52.96482,5.54406,215
458,Gauw,Friesland,53.05772,5.71306,365
459,Goënga,Friesland,53.05483,5.69281,165
460,Greonterp,Friesland,53.01473,5.5196,35
461,Hartwerd,Friesland,53.06788,5.56801,125
462,Heeg,Friesland,52.9686,5.61075,1995
463,Hichtum,Friesland,53.08129,5.52552,85
464,Hidaard,Friesland,53.07897,5.60337,130
465,Hieslum,Friesland,53.00822,5.48862,80
466,Hemelum,Friesland,52.88084,5.45626,505
467,Hinnaard,Friesland,53.11567,5.62938,0
468,Hindeloopen,Friesland,52.94212,5.40081,810
469,Idsegahuizum,Friesland,53.0423,5.41849,220
470,Idzega,Friesland,52.97893,5.55445,25
471,Iens,Friesland,53.12107,5.61436,40
472,"It Heidenskip",Friesland,52.95,5.5,0
473,Itens,Friesland,53.10206,5.64054,230
474,Jutrijp,Friesland,52.99602,5.64942,230
475,Kimswerd,Friesland,53.14122,5.43752,485
476,Kornwerderzand,Friesland,53.07449,5.33498,5
477,Koudum,Friesland,52.91551,5.44834,2600
478,Koufurderrige,Friesland,52.95647,5.65423,65
479,Kûbaard,Friesland,53.11912,5.57071,170
480,Loënga,Friesland,53.04983,5.6789,85
481,Lollum,Friesland,53.1259,5.53201,260
482,Longerhouw,Friesland,53.06928,5.4784,50
483,Lytsewierrum,Friesland,53.08835,5.66311,0
484,Makkum,Friesland,53.05458,5.40231,3285
485,Molkwerum,Friesland,52.90049,5.39984,255
486,Nijhuizum,Friesland,52.98056,5.48453,55
487,Nijland,Friesland,53.05019,5.5759,775
488,Offingawier,Friesland,53.03084,5.69502,205
489,Oosthem,Friesland,53.01549,5.60156,275
490,Parrega,Friesland,53.01871,5.47909,335
491,Piaam,Friesland,53.03786,5.40836,50
492,Pingjum,Friesland,53.11533,5.44046,445
493,Poppenwier,Friesland,53.08333,5.75,170
494,Raerd,Friesland,53.09763,5.75993,630
495,Reahûs,Friesland,53.07619,5.63599,0
496,Rien,Friesland,53.09485,5.65813,110
497,Sandfirden,Friesland,52.98803,5.51969,25
498,Schettens,Friesland,53.0834,5.48348,210
499,Schraard,Friesland,53.08016,5.45162,180
500,Sibrandabuorren,Friesland,53.06667,5.71667,370
501,Scharnegoutum,Friesland,53.06051,5.67822,1540
502,Smallebrugge,Friesland,52.9603,5.63862,20
503,Sneek,Friesland,53.03297,5.6589,32811
504,Stavoren,Friesland,52.88525,5.35886,900
505,Tersoal,Friesland,53.07454,5.73675,350
506,Tjerkwerd,Friesland,53.04168,5.5014,295
507,Oppenhuizen,Friesland,53.01194,5.69495,1060
508,Tjalhuizum,Friesland,53.04524,5.61281,25
509,Tirns,Friesland,53.05834,5.62637,105
510,Uitwellingerga,Friesland,52.99899,5.71403,345
511,Waaksens,Friesland,53.35502,5.92131,35
512,Woudsend,Friesland,52.94357,5.62843,1375
513,Workum,Friesland,52.97969,5.4471,4105
514,Warns,Friesland,52.88301,5.40218,725
515,Westhem,Friesland,53.01642,5.5494,65
516,Witmarsum,Friesland,53.10452,5.46902,1585
517,Wiuwert,Friesland,53.10966,5.68894,0
518,Wolsum,Friesland,53.03626,5.54466,55
519,Wommels,Friesland,53.10883,5.58749,2065
520,Wons,Friesland,53.08361,5.42364,285
521,Indijk,Friesland,53.09812,5.70594,0
522,Ypecolsga,Friesland,52.93146,5.60346,50
523,Ysbrechtum,Friesland,53.04121,5.63204,654
524,Zurich,Friesland,53.11134,5.39437,145
525,Baaiduinen,Friesland,53.3778,5.27696,0
526,Formerum,Friesland,53.39049,5.31515,170
527,Hee,Friesland,53.37503,5.2555,0
528,Hoorn,Friesland,53.39705,5.34502,430
529,Kaard,Friesland,53.37621,5.27155,0
530,Kinnum,Friesland,53.37442,5.2755,0
531,Landerum,Friesland,53.38645,5.29876,0
532,Lies,Friesland,53.39285,5.32459,125
533,Midsland,Friesland,53.38215,5.28528,915
534,Oosterend,Friesland,53.40421,5.37643,105
535,Striep,Friesland,53.37647,5.29284,22
536,West-Terschelling,Friesland,53.35911,5.21482,2525
537,Aldtsjerk,Friesland,53.26637,5.88704,520
538,Burgum,Friesland,53.19243,5.99009,9720
539,Earnewâld,Friesland,53.13109,5.94609,345
540,Eastermar,Friesland,53.17466,6.05999,1310
541,Garyp,Friesland,53.16667,5.96667,1545
542,Gytsjerk,Friesland,53.24293,5.89502,2175
